"Name","Platform","Rank","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","metascore","userscore","date"
"Adventures of Lolo","NES",12638,"1989","Puzzle","HAL Laboratory",0.06,0,0,0,0.06,NA,NA,NA
"Adventures of Tron","2600",3046,"1981","Action","Mattel Interactive",0.63,0.03,0,0.01,0.67,NA,NA,NA
"Adventures to Go!","PSP",9653,"2008","Role-Playing","Zushi Games",0.1,0,0.01,0.01,0.13,58,"7.2","Oct 27, 2009"
"Aedis Eclipse: Generation of Chaos","PSP",15716,"2006","Role-Playing","Idea Factory",0.02,0,0,0,0.02,62,"6.5","Apr 24, 2007"
"Aegis of Earth: Protonovus Assault","PS3",14721,"2016","Action","PQube",0.01,0.01,0,0,0.03,NA,NA,NA
"Aegis of Earth: Protonovus Assault","PS4",15169,"2016","Action","PQube",0.02,0,0,0,0.02,57,"6.4","Mar 15, 2016"
"Aegis of Earth: Protonovus Assault","PSV",14075,"2016","Action","PQube",0.02,0.01,0,0.01,0.04,NA,NA,NA
"Aeon Flux","PS2",13720,"2005","Action","THQ",0.02,0.02,0,0.01,0.04,66,"5.8","Nov 15, 2005"
"Aeon Flux","XB",16104,"2005","Action","THQ",0.01,0,0,0,0.01,NA,NA,NA
"Aero Elite: Combat Academy","PS2",11826,"2002","Simulation","Sega",0.04,0.03,0,0.01,0.07,64,"7.3","Mar 10, 2003"
"Aero Gauge","N64",11983,"1997","Racing","ASCII Entertainment",0.06,0.01,0,0,0.07,NA,NA,NA
"AeroFighters Assault","N64",7863,"1997","Action","Video System",0.15,0.04,0,0,0.19,NA,NA,NA
"Afrika","PS3",7316,"2008","Adventure","Unknown",0.12,0,0.08,0.01,0.21,63,"6.2","Oct 6, 2009"
"Afro Samurai","PS3",7601,"2009","Action","Atari",0.12,0.05,0,0.03,0.2,65,"6.3","Jan 27, 2009"
"Afro Samurai","X360",6944,"2009","Action","Atari",0.16,0.05,0,0.02,0.24,65,"6.2","Jan 27, 2009"
"After Hours Athletes","PS3",9681,"2011","Sports","Sony Computer Entertainment",0,0.1,0,0.03,0.12,NA,NA,NA
"Again","DS",11763,"2009","Adventure","Ackkstudios",0.07,0,0,0,0.07,NA,NA,NA
"Agarest Senki: Re-appearance","PS3",16249,"N/A","Role-Playing","Idea Factory",0,0,0.01,0,0.01,NA,NA,NA
"Agassi Tennis Generation","PS2",10978,"2003","Sports","DreamCatcher Interactive",0.04,0.03,0,0.01,0.09,NA,NA,NA
"Agatha Christie: And Then There Were None","Wii",11604,"2008","Adventure","The Adventure Company",0.06,0.01,0,0.01,0.08,NA,NA,NA
"Agatha Christie: Death on the Nile","PC",15614,"2008","Adventure","Big Fish Games",0,0.01,0,0,0.02,NA,NA,NA
"Agatha Christie: Evil Under the Sun","Wii",11030,"2008","Adventure","The Adventure Company",0.07,0.02,0,0.01,0.09,NA,NA,NA
"Agatha Christie: Peril at End House","PC",16482,"2009","Adventure","JoWood Productions",0,0.01,0,0,0.01,NA,NA,NA
"Agatha Christie: The ABC Murders","DS",10446,"2009","Adventure","JoWood Productions",0.08,0.01,0,0.01,0.1,53,"6.5","Nov 9, 2009"
"Agatha Christie: The ABC Murders","PC",15473,"2016","Adventure","Microids",0,0.02,0,0,0.02,66,"8.5","Feb 4, 2016"
"Agatha Christie's The ABC Murders","PS4",15484,"2016","Adventure","Microids",0.01,0.01,0,0,0.02,67,"6.1","Feb 23, 2016"
"Age of Conan: Rise of the Godslayer","PC",14656,"2010","Role-Playing","Funcom",0,0.02,0,0,0.03,83,"7.7","May 11, 2010"
"Age of Empires II: The Age of Kings","PC",10693,"1999","Strategy","Microsoft Game Studios",0.01,0.08,0,0.02,0.1,NA,NA,NA
"Age of Empires III","PC",4928,"2005","Strategy","Microsoft Game Studios",0,0.32,0,0.07,0.39,81,"7.7","Oct 18, 2005"
"Age of Empires III: Complete Collection","PC",8296,"2009","Strategy","Microsoft Game Studios",0.01,0.12,0,0.03,0.17,NA,NA,NA
"Age of Empires III: Gold Edition","PC",14828,"2007","Strategy","Microsoft Game Studios",0,0.02,0,0.01,0.03,NA,NA,NA
"Age of Empires III: The Asian Dynasties","PC",12179,"2007","Strategy","Microsoft Game Studios",0,0.05,0,0.01,0.07,81,"8.5","Oct 23, 2007"
"Age of Empires Online","PC",12362,"2011","Strategy","Microsoft Game Studios",0.01,0.04,0,0.01,0.06,70,"5.7","Aug 16, 2011"
"Age of Empires: Collector's Edition","PC",9057,"2000","Strategy","Ubisoft",0.02,0.1,0,0.02,0.14,NA,NA,NA
"Age of Empires: Mythologies","DS",7231,"2008","Strategy","THQ",0.17,0.03,0,0.02,0.22,78,"6.8","Nov 24, 2008"
"Age of Empires: The Age of Kings","DS",7030,"2006","Strategy","THQ",0.19,0.02,0,0.02,0.23,80,"8","Feb 14, 2006"
"Age of Mythology","PC",11149,"2002","Strategy","Microsoft Game Studios",0.02,0.06,0,0.01,0.09,89,"8.9","Nov 1, 2002"
"Age of Mythology: The Titans","PC",14003,"2003","Strategy","Microsoft Game Studios",0.01,0.02,0,0,0.04,84,"8.7","Sep 30, 2003"
"Aggressive Inline","GC",12730,"2002","Sports","Acclaim Entertainment",0.04,0.01,0,0,0.06,88,"7.6","Jul 31, 2002"
"Aggressive Inline","PS2",5329,"2002","Sports","Acclaim Entertainment",0.17,0.13,0,0.04,0.35,85,"8.7","May 28, 2002"
"Aggressive Inline","XB",12284,"2002","Sports","Acclaim Entertainment",0.05,0.01,0,0,0.06,NA,NA,NA
"Agile Warrior F-111X","PS",9209,"1995","Simulation","Virgin Interactive",0.08,0.05,0,0.01,0.14,NA,NA,NA
"Aibou DS","DS",11261,"2009","Adventure","Tecmo Koei",0,0,0.08,0,0.08,NA,NA,NA
"Aidyn Chronicles: The First Mage","N64",10634,"2001","Role-Playing","THQ",0.08,0.02,0,0,0.1,53,"7.8","Mar 14, 2001"
"Aikatsu! 2-nin no My Princess","3DS",6462,"2013","Action","Namco Bandai Games",0,0,0.26,0,0.26,NA,NA,NA
"Aikatsu! 365 Idol Days","3DS",9634,"2014","Adventure","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,NA
"Aikatsu! Cinderella Lesson","3DS",7720,"2012","Role-Playing","Namco Bandai Games",0,0,0.2,0,0.2,NA,NA,NA
"Aikatsu! My No.1 Stage!","3DS",11775,"2015","Misc","Namco Bandai Games",0,0,0.07,0,0.07,NA,NA,NA
"Ailu de Puzzle","PSP",14029,"2012","Action","Capcom",0,0,0.04,0,0.04,NA,NA,NA
"AIR","PSP",15464,"2007","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,NA
"Air Combat","PS",952,"1995","Simulation","Sony Computer Entertainment",0.92,0.33,0.52,0.05,1.83,NA,NA,NA
"Air Conflicts: Aces of World War II","PSP",12963,"2009","Simulation","Graffiti",0.05,0,0,0,0.05,36,"tbd","Apr 14, 2009"
"Air Conflicts: Secret Wars","PC",14788,"2011","Simulation","bitComposer Games",0,0.02,0,0.01,0.03,NA,NA,NA
"Air Conflicts: Secret Wars","PS3",7776,"2011","Simulation","bitComposer Games",0.1,0.06,0,0.03,0.19,51,"tbd","Nov 15, 2011"
"Air Conflicts: Secret Wars","X360",11304,"2011","Simulation","bitComposer Games",0.06,0.02,0,0.01,0.08,61,"tbd","Sep 28, 2011"
"Air Raid","2600",2666,"1981","Action","Men-A-Vision",0.72,0.04,0,0.01,0.77,NA,NA,NA
"Air Traffic Chaos","DS",13007,"2007","Simulation","Ertain",0.05,0,0,0,0.05,66,"tbd","Sep 9, 2008"
"Air-Sea Battle","2600",2115,"N/A","Shooter","Atari",0.91,0.06,0,0.01,0.98,NA,NA,NA
"Airblade","PS2",7056,"2001","Sports","Sony Computer Entertainment",0.11,0.09,0,0.03,0.23,NA,NA,NA
"Airborne Troops: Countdown to D-Day","PS2",9889,"2005","Shooter","Playlogic Game Factory",0.06,0.05,0,0.02,0.12,NA,NA,NA
"AirForce Delta Storm","GBA",15012,"2002","Shooter","Konami Digital Entertainment",0.02,0.01,0,0,0.02,NA,NA,NA
"AirForce Delta Storm","XB",8045,"2001","Shooter","Konami Digital Entertainment",0.14,0.04,0,0.01,0.18,NA,NA,NA
"AirForce Delta Strike","PS2",10146,"2004","Simulation","Konami Digital Entertainment",0.05,0.04,0,0.01,0.11,66,"7","Feb 3, 2004"
"Airline Tycoon","PC",15654,"2000","Simulation","Interplay",0,0.01,0,0,0.02,NA,NA,NA
"Airline Tycoon 2","PC",12828,"2011","Simulation","Kalypso Media",0,0.04,0,0.01,0.05,NA,NA,NA
"Airlock","2600",4969,"1981","Action","Data Age",0.36,0.02,0,0,0.39,NA,NA,NA
"Airport Simulator","PC",15347,"2011","Simulation","Unknown",0,0.02,0,0,0.02,NA,NA,NA
"Airship Q","PSV",14397,"2015","Platform","Cygames",0,0,0.03,0,0.03,NA,NA,NA
"Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin","DS",12302,"2008","Adventure","Marvelous Interactive",0,0,0.06,0,0.06,NA,NA,NA
"Akai Ito DS","DS",15198,"2008","Adventure","Alchemist",0,0,0.02,0,0.02,NA,NA,NA
"Akai Katana Shin","X360",12440,"2011","Shooter","Cave",0.04,0,0.01,0,0.06,NA,NA,NA
"Akane Iro ni Somaru Saka Parallel","PS2",14709,"2008","Adventure","GN Software",0,0,0.03,0,0.03,NA,NA,NA
"Akatsuki no Amaneka to Aoi Kyojin","PSP",16385,"2010","Strategy","CyberFront",0,0,0.01,0,0.01,NA,NA,NA
"Akatsuki no Goei Trinity","PS3",16524,"2012","Adventure","5pb",0,0,0.01,0,0.01,NA,NA,NA
"Akatsuki no Goei Trinity","PSP",16428,"2012","Adventure","5pb",0,0,0.01,0,0.01,NA,NA,NA
"AKB1/149: Love Election","PS3",11500,"2013","Adventure","Namco Bandai Games",0,0,0.08,0,0.08,NA,NA,NA
"AKB1/149: Love Election","PSP",7065,"2012","Adventure","Namco Bandai Games",0,0,0.23,0,0.23,NA,NA,NA
"AKB1/149: Love Election","PSV",11745,"2012","Adventure","Namco Bandai Games",0,0,0.07,0,0.07,NA,NA,NA
"AKB1/48: Idol to Guam de Koishitara...","PSP",4827,"2011","Misc","Namco Bandai Games",0,0,0.4,0,0.4,NA,NA,NA
"AKB1/48: Idol to Guam de Koishitara...","X360",16201,"N/A","Misc","N/A",0,0,0.01,0,0.01,NA,NA,NA
"AKB1/48: Idol to Koishitara...","PSP",4754,"2010","Misc","Namco Bandai Games",0,0,0.41,0,0.41,NA,NA,NA
"AKB48+Me","3DS",10244,"2012","Action","Unknown",0,0,0.11,0,0.11,NA,NA,NA
"Akiba's Trip","PSP",9131,"2011","Adventure","Acquire",0,0,0.14,0,0.14,NA,NA,NA
"Akiba's Trip Plus","PSP",11510,"2012","Adventure","Acquire",0,0,0.08,0,0.08,NA,NA,NA
"Akiba's Trip: Undead & Undressed","PS3",10292,"2013","Action","Nippon Ichi Software",0.05,0.01,0.04,0.01,0.11,57,"7.7","Aug 12, 2014"
"Akiba's Trip: Undead & Undressed","PS4",10100,"2014","Action","Acquire",0.08,0,0.01,0.02,0.11,57,"7","Nov 25, 2014"
"Akiba's Trip: Undead & Undressed","PSV",7338,"2013","Action","Nippon Ichi Software",0.09,0.02,0.08,0.03,0.21,NA,NA,NA
"Akko ni Omakase! Brain Shock","DS",13784,"2006","Misc","Taito",0,0,0.04,0,0.04,NA,NA,NA
"Akuji the Heartless","PS",9878,"1998","Platform","Eidos Interactive",0.07,0.04,0,0.01,0.12,NA,NA,NA
"Aladdin Magic Racer","Wii",16431,"2011","Racing","Big Ben Interactive",0.01,0,0,0,0.01,NA,NA,NA
"Alan Wake","PC",12110,"2012","Action","Nordic Games",0,0.06,0,0.01,0.07,83,"8","Feb 16, 2012"
"Alan Wake","X360",1444,"2010","Action","Microsoft Game Studios",0.66,0.51,0.05,0.13,1.35,83,"8.1","May 18, 2010"
"Alex Rider: Stormbreaker","DS",12131,"N/A","Action","THQ",0.06,0,0,0,0.07,48,"6.1","Oct 2, 2006"
"Alexi Lalas International Soccer","PS",11917,"1998","Sports","Take-Two Interactive",0.04,0.03,0,0,0.07,NA,NA,NA
"Alfa Romeo Racing Italiano","PS2",16062,"2005","Racing","Black Bean Games",0.01,0.01,0,0,0.01,NA,NA,NA
"Alia's Carnival! Sacrament","PSV",14435,"2015","Adventure","dramatic create",0,0,0.03,0,0.03,NA,NA,NA
"Alias","PS2",10246,"2004","Action","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,64,"7.7","Apr 5, 2004"
"Alias","XB",13106,"2004","Action","Acclaim Entertainment",0.04,0.01,0,0,0.05,NA,NA,NA
"Alice in Wonderland","DS",3984,"2010","Adventure","Disney Interactive Studios",0.27,0.18,0,0.05,0.5,78,"tbd","Mar 2, 2010"
"Alice in Wonderland","Wii",3800,"2010","Adventure","Disney Interactive Studios",0.27,0.21,0,0.05,0.53,NA,NA,NA
"Alice: Madness Returns","PC",9789,"2011","Adventure","Electronic Arts",0,0.1,0,0.02,0.12,75,"8.4","Jun 14, 2011"
"Alice: Madness Returns","PS3",3352,"2011","Adventure","Electronic Arts",0.22,0.25,0.04,0.09,0.6,70,"7.9","Jun 14, 2011"
"Alice: Madness Returns","X360",3956,"2011","Adventure","Electronic Arts",0.27,0.15,0.04,0.04,0.5,70,"8","Jun 14, 2011"
"Alien","2600",2598,"1981","Action","20th Century Fox Video Games",0.74,0.04,0,0.01,0.79,NA,NA,NA
"Alien Breed Trilogy","X360",14812,"2011","Shooter","Mastertronic",0,0.02,0,0,0.03,NA,NA,NA
"Alien Hominid","GC",10913,"2004","Shooter","O3 Entertainment",0.07,0.02,0,0,0.09,78,"8.2","Nov 23, 2004"
"Alien Hominid","PS2",10629,"2004","Shooter","Zoo Digital Publishing",0.05,0.04,0,0.01,0.1,78,"8.3","Nov 21, 2004"
"Alien Monster Bowling League","Wii",10905,"2009","Sports","Destineer",0.09,0,0,0.01,0.09,NA,NA,NA
"Alien Resurrection","PS",8478,"2000","Shooter","Fox Interactive",0.09,0.06,0,0.01,0.16,61,"7.7","Oct 10, 2000"
"Alien Syndrome","PSP",11597,"2007","Role-Playing","Sega",0.07,0,0,0.01,0.08,51,"6.4","Jul 24, 2007"
"Alien Syndrome","Wii",12363,"2007","Role-Playing","Sega",0.06,0,0,0,0.06,NA,NA,NA
"Alien Trilogy","PS",4150,"1996","Shooter","Acclaim Entertainment",0.24,0.16,0.04,0.03,0.47,NA,NA,NA
"Alien: Isolation","PC",8962,"2014","Shooter","Sega",0,0.13,0,0.01,0.15,81,"8.4","Oct 6, 2014"
"Alien: Isolation","PS3",5089,"2014","Shooter","Sega",0.12,0.19,0,0.07,0.37,NA,NA,NA
"Alien: Isolation","PS4",1814,"2014","Shooter","Sega",0.34,0.56,0.04,0.19,1.13,79,"8.2","Oct 7, 2014"
"Alien: Isolation","X360",5829,"2014","Shooter","Sega",0.15,0.13,0,0.03,0.3,NA,NA,NA
"Alien: Isolation","XOne",3997,"2014","Shooter","Sega",0.22,0.24,0,0.04,0.5,NA,NA,NA
"Alien's Return","2600",5383,"1982","Action","ITT Family Games",0.32,0.02,0,0,0.34,NA,NA,NA
"Alienators: Evolution Continues","GBA",14107,"2001","Action","Activision",0.03,0.01,0,0,0.03,NA,NA,NA
"Aliens in the Attic","DS",12965,"2009","Action","Playlogic Game Factory",0.05,0,0,0,0.05,58,"6.7","Aug 4, 2009"
"Aliens in the Attic","Wii",11637,"2009","Action","Playlogic Game Factory",0.07,0,0,0.01,0.08,NA,NA,NA
"Aliens versus Predator: Extinction","PS2",7820,"2003","Strategy","Electronic Arts",0.09,0.07,0,0.02,0.19,NA,NA,NA
"Aliens versus Predator: Extinction","XB",11338,"2003","Strategy","Electronic Arts",0.06,0.02,0,0,0.08,NA,NA,NA
"Aliens vs Predator","PC",7763,"2010","Shooter","Sega",0,0.17,0,0.02,0.19,NA,NA,NA
"Aliens vs Predator","PS3",1970,"2010","Shooter","Sega",0.41,0.47,0,0.18,1.05,NA,NA,NA
"Aliens vs Predator","X360",1941,"2010","Shooter","Sega",0.55,0.4,0,0.11,1.06,NA,NA,NA
"Aliens vs Predator: Requiem","PSP",7203,"2007","Action","Vivendi Games",0.03,0.12,0,0.07,0.22,NA,NA,NA
"Aliens: Colonial Marines","PC",8116,"2013","Shooter","Sega",0.1,0.06,0,0.02,0.18,45,"3.5","Feb 11, 2013"
"Aliens: Colonial Marines","PS3",3141,"2013","Shooter","Sega",0.2,0.31,0,0.13,0.64,43,"3.6","Feb 12, 2013"
"Aliens: Colonial Marines","X360",2574,"2013","Shooter","Sega",0.36,0.37,0,0.07,0.8,48,"3.9","Feb 12, 2013"
"Aliens: Infestation","DS",8131,"2011","Action","Sega",0.1,0.06,0,0.02,0.18,76,"8.3","Oct 11, 2011"
"All Grown Up! Express Yourself","GBA",8164,"2004","Misc","THQ",0.13,0.05,0,0,0.18,NA,NA,NA
"All Grown Up!: Game Boy Advance Video Volume 1","GBA",6851,"2004","Misc","N/A",0.17,0.06,0,0,0.24,NA,NA,NA
"All Japan Pro Wrestling featuring Virtua","SAT",8811,"1997","Fighting","Sega",0,0,0.15,0,0.15,NA,NA,NA
"All Kamen Rider: Rider Generation","DS",9722,"2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,NA
"All Kamen Rider: Rider Generation 2","DS",10591,"2012","Action","Namco Bandai Games",0,0,0.1,0,0.1,NA,NA,NA
"All Kamen Rider: Rider Generation 2","PSP",12636,"2012","Action","Namco Bandai Games",0,0,0.06,0,0.06,NA,NA,NA
"All Points Bulletin","PC",13833,"2010","Role-Playing","Electronic Arts",0,0.03,0,0.01,0.04,NA,NA,NA
"All Star Cheer Squad","DS",6106,"2008","Sports","THQ",0.26,0,0,0.02,0.28,NA,NA,NA
"All Star Cheer Squad","Wii",2580,"2008","Sports","THQ",0.43,0.29,0,0.08,0.8,NA,NA,NA
"All Star Cheer Squad 2","Wii",9427,"2009","Sports","THQ",0.12,0,0,0.01,0.13,NA,NA,NA
"All Star Karate","Wii",7120,"2010","Action","THQ",0.14,0.07,0,0.02,0.23,NA,NA,NA
"All Star Pro-Wrestling","PS2",7570,"2000","Fighting","SquareSoft",0,0,0.2,0,0.2,NA,NA,NA
"All Star Tennis 99","N64",13114,"1999","Sports","Ubisoft",0.04,0.01,0,0,0.05,NA,NA,NA
"All-Pro Football 2K8","PS3",8740,"2007","Sports","Take-Two Interactive",0.14,0,0,0.01,0.15,73,"7.3","Jul 16, 2007"
"All-Pro Football 2K8","X360",6445,"2007","Sports","Take-Two Interactive",0.24,0,0,0.02,0.26,75,"6.8","Jul 16, 2007"
"All-Star Baseball 2000","N64",4932,"1999","Sports","Acclaim Entertainment",0.36,0.03,0,0,0.39,NA,NA,NA
"All-Star Baseball 2001","N64",7007,"2000","Sports","Acclaim Entertainment",0.22,0.01,0,0,0.23,NA,NA,NA
"All-Star Baseball 2002","GC",7249,"2001","Sports","Acclaim Entertainment",0.17,0.04,0,0.01,0.22,66,"5.6","Nov 17, 2001"
"All-Star Baseball 2002","PS2",3585,"2001","Sports","Acclaim Entertainment",0.27,0.21,0,0.07,0.56,77,"7.6","Mar 12, 2001"
"All-Star Baseball 2003","GBA",8890,"2002","Sports","Acclaim Entertainment",0.11,0.04,0,0,0.15,NA,NA,NA
"All-Star Baseball 2003","GC",8868,"2002","Sports","Acclaim Entertainment",0.12,0.03,0,0,0.15,83,"8","Feb 25, 2002"
"All-Star Baseball 2003","PS2",2685,"2002","Sports","Acclaim Entertainment",0.38,0.29,0,0.1,0.77,81,"8.4","Feb 26, 2002"
"All-Star Baseball 2003","XB",6593,"2002","Sports","Acclaim Entertainment",0.19,0.06,0,0.01,0.26,NA,NA,NA
"All-Star Baseball 2004","GBA",11906,"2003","Sports","Acclaim Entertainment",0.05,0.02,0,0,0.07,NA,NA,NA
"All-Star Baseball 2004","GC",11654,"2003","Sports","Acclaim Entertainment",0.06,0.02,0,0,0.08,80,"8.2","Feb 23, 2003"
"All-Star Baseball 2004","PS2",4595,"2003","Sports","Acclaim Entertainment",0.21,0.16,0,0.05,0.42,78,"7.5","Mar 1, 2003"
"All-Star Baseball 2004","XB",9564,"2003","Sports","Acclaim Entertainment",0.1,0.03,0,0,0.13,NA,NA,NA
"All-Star Baseball 2005","PS2",5671,"N/A","Sports","Unknown",0.16,0.12,0,0.04,0.32,72,"8.6","Apr 8, 2004"
"All-Star Baseball 2005","XB",8931,"N/A","Sports","Unknown",0.11,0.03,0,0.01,0.15,NA,NA,NA
"All-Star Baseball 99","N64",4116,"1998","Sports","Acclaim Entertainment",0.44,0.04,0,0,0.48,NA,NA,NA
"Alleyway","GB",882,"1989","Puzzle","Nintendo",0.96,0.38,0.55,0.05,1.94,NA,NA,NA
"Allied General","PS",7829,"1996","Strategy","SSI",0.11,0.07,0,0.01,0.19,NA,NA,NA
"Alone in the Dark","PC",16396,"2008","Adventure","Atari",0,0.01,0,0,0.01,55,"5.6","Jun 23, 2008"
"Alone in the Dark","PS2",12419,"2008","Adventure","Atari",0.03,0.02,0,0.01,0.06,47,"5","Jun 23, 2008"
"Alone in the Dark","Wii",8041,"2008","Adventure","Atari",0.09,0.08,0,0.02,0.18,NA,NA,NA
"Alone in the Dark","X360",4060,"2008","Adventure","Atari",0.14,0.3,0,0.05,0.49,58,"5.6","Jun 23, 2008"
"Alone in the Dark: Inferno","PS3",9264,"2008","Adventure","Atari",0.09,0.03,0,0.02,0.14,69,"5.4","Nov 18, 2008"
"Alone in the Dark: One-Eyed Jack's Revenge","PS",5733,"1996","Adventure","Infogrames",0.17,0.12,0,0.02,0.31,NA,NA,NA
"Alone in the Dark: The New Nightmare","PS",8555,"N/A","Adventure","Infogrames",0.09,0.06,0,0.01,0.16,77,"8.2","Jun 18, 2001"
"Alpha and Omega","DS",12029,"2010","Action","Unknown",0.06,0,0,0,0.07,NA,NA,NA
"Alpha Protocol","PC",14053,"2010","Role-Playing","Sega",0,0.03,0,0.01,0.04,72,"7.5","Jun 1, 2010"
"Alpha Protocol","PS3",4495,"2010","Role-Playing","Sega",0.19,0.18,0,0.07,0.43,64,"7","Jun 1, 2010"
"Alpha Protocol","X360",4877,"2010","Role-Playing","Sega",0.23,0.13,0,0.04,0.4,63,"7.2","Jun 1, 2010"
"Alter Echo","PS2",9529,"2003","Shooter","THQ",0.06,0.05,0,0.02,0.13,62,"7","Aug 19, 2003"
"Alter Echo","XB",13187,"2003","Shooter","THQ",0.04,0.01,0,0,0.05,NA,NA,NA
"Alter Ego","PC",14338,"1985","Simulation","Activision",0,0.03,0,0.01,0.03,NA,NA,NA
"Altered Beast: Guardian of the Realms","GBA",10870,"2002","Action","THQ",0.07,0.02,0,0,0.09,63,"5.8","Nov 23, 2002"
"Alundra","PS",7093,"1997","Role-Playing","Psygnosis",0.13,0.09,0,0.01,0.23,NA,NA,NA
"Alundra 2: A New Legend Begins","PS",6388,"1999","Role-Playing","Activision",0.15,0.1,0,0.02,0.27,NA,NA,NA
"Alvin and the Chipmunks","DS",9251,"2007","Misc","Brash Entertainment",0.12,0,0,0.01,0.14,NA,NA,NA
"Alvin and the Chipmunks","PS2",11853,"2007","Misc","Brash Entertainment",0.04,0.03,0,0.01,0.07,NA,NA,NA
"Alvin and the Chipmunks","Wii",12493,"2007","Misc","Eidos Interactive",0.05,0,0,0,0.06,NA,NA,NA
"Alvin and the Chipmunks: Chipwrecked","DS",10181,"2011","Misc","505 Games",0.07,0.03,0,0.01,0.11,NA,NA,NA
"Alvin and the Chipmunks: Chipwrecked","Wii",10678,"2011","Misc","505 Games",0.08,0.01,0,0.01,0.1,NA,NA,NA
"Alvin and the Chipmunks: Chipwrecked","X360",10589,"2011","Misc","505 Games",0.08,0.01,0,0.01,0.1,NA,NA,NA
"Alvin and the Chipmunks: The Squeakquel","DS",5927,"2009","Misc","Majesco Entertainment",0.28,0,0,0.02,0.3,NA,NA,NA
"Alvin and the Chipmunks: The Squeakquel","Wii",10505,"2009","Misc","Majesco Entertainment",0.09,0,0,0.01,0.1,NA,NA,NA
"Amagami","PS2",9448,"2009","Adventure","Enterbrain",0,0,0.13,0,0.13,NA,NA,NA
"Amagami","PSP",8785,"2011","Adventure","Kadokawa Shoten",0,0,0.15,0,0.15,NA,NA,NA
"Amagami","PSV",13626,"2014","Adventure","Kadokawa Games",0,0,0.04,0,0.04,NA,NA,NA
"Amagoushi no Yakata","PS2",15715,"2007","Adventure","Nippon Ichi Software",0,0,0.02,0,0.02,NA,NA,NA
"Amatsumi Sora ni! Kumo no Hatate ni","PSV",15560,"2015","Adventure","Prototype",0,0,0.02,0,0.02,NA,NA,NA
"Amazing Adventures: The Forgotten Ruins","DS",6887,"2008","Adventure","PopCap Games",0.13,0.08,0,0.02,0.24,NA,NA,NA
"Amazing Island","GC",12814,"2004","Strategy","Sega",0.04,0.01,0,0,0.06,59,"6.6","Aug 25, 2004"
"America Oudan Ultra-Quiz","SAT",14930,"1995","Misc","Victor Interactive",0,0,0.02,0,0.02,NA,NA,NA
"America's Army: Rise of a Soldier","XB",6731,"2005","Shooter","Ubisoft",0.19,0.05,0,0.01,0.25,NA,NA,NA
"America's Army: True Soldiers","X360",11278,"2007","Shooter","Ubisoft",0.08,0,0,0.01,0.08,43,"6.7","Nov 15, 2007"
"America's Next Top Model","DS",10520,"2008","Action","Eidos Interactive",0.1,0,0,0.01,0.1,NA,NA,NA
"America's Next Top Model","Wii",11348,"2010","Action","Crave Entertainment",0.08,0,0,0.01,0.08,NA,NA,NA
"America's Test Kitchen: Let's Get Cooking","DS",6379,"2010","Simulation","Nintendo",0.25,0,0,0.02,0.27,NA,NA,NA
"American Bass Challenge","GBA",13259,"2001","Sports","Starfish",0.03,0.01,0,0,0.05,NA,NA,NA
"American Chopper","PS2",4609,"2004","Racing","Zoo Digital Publishing",0.35,0.01,0,0.06,0.42,NA,NA,NA
"American Chopper","XB",8765,"2004","Racing","Zoo Digital Publishing",0.11,0.03,0,0.01,0.15,NA,NA,NA
"American Chopper 2: Full Throttle","GC",13260,"2005","Racing","Activision",0.04,0.01,0,0,0.05,NA,NA,NA
"American Chopper 2: Full Throttle","PS2",8134,"2005","Racing","Zoo Digital Publishing",0.09,0.07,0,0.02,0.18,NA,NA,NA
"American Chopper 2: Full Throttle","XB",13278,"2005","Racing","Zoo Digital Publishing",0.04,0.01,0,0,0.05,NA,NA,NA
"American Girl: Julie Finds a Way","DS",10156,"2007","Adventure","THQ",0.1,0,0,0.01,0.11,NA,NA,NA
"American Girl: Kit Mystery Challenge!","DS",4262,"2008","Adventure","THQ",0.42,0,0,0.03,0.46,NA,NA,NA
"American Idol","GBA",7297,"2003","Misc","Codemasters",0.15,0.06,0,0,0.22,NA,NA,NA
"American Idol","PS2",3685,"2003","Misc","Codemasters",0.27,0.21,0,0.07,0.55,41,"4.8","Nov 11, 2003"
"AMF Bowling 2004","XB",5954,"2003","Sports","Mud Duck Productions",0.22,0.06,0,0.01,0.3,NA,NA,NA
"AMF Bowling Pinbusters!","DS",12027,"2008","Sports","Vir2L Studios",0.06,0,0,0,0.07,NA,NA,NA
"AMF Bowling Pinbusters!","Wii",2276,"2007","Sports","Bethesda Softworks",0.85,0,0,0.07,0.91,NA,NA,NA
"AMF Bowling World Lanes","Wii",5215,"2008","Sports","Bethesda Softworks",0.33,0,0,0.03,0.36,NA,NA,NA
"AMF Xtreme Bowling","PS2",14991,"2006","Sports","Mastertronic",0.01,0.01,0,0,0.02,NA,NA,NA
"Amnesia","PSP",13641,"2011","Adventure","Idea Factory",0,0,0.04,0,0.04,NA,NA,NA
"Amnesia Crowd","PSP",13277,"2013","Misc","Idea Factory",0,0,0.05,0,0.05,NA,NA,NA
